שם הקובץ,נתיב הקובץ,תיקיית המקור,מספר שורות
שות אגודת אזוב אורח חיים.txt,אוצריא/שות/אחרונים/אגודת אזוב/שות אגודת אזוב אורח חיים.txt,Dicta,406
שות אגודת אזוב יורה דעה.txt,אוצריא/שות/אחרונים/אגודת אזוב/שות אגודת אזוב יורה דעה.txt,Dicta,279
תשובות הראם חלק א.txt,אוצריא/שות/אחרונים/תשובות הראם/תשובות הראם חלק א.txt,Dicta,119
תשובות הראם חלק ג.txt,אוצריא/שות/אחרונים/תשובות הראם/תשובות הראם חלק ג.txt,Dicta,768
דברי נחמיה אורח חיים.txt,אוצריא/שות/אחרונים/דברי נחמיה/דברי נחמיה אורח חיים.txt,Dicta,853
דברי נחמיה אבן העזר.txt,אוצריא/שות/אחרונים/דברי נחמיה/דברי נחמיה אבן העזר.txt,Dicta,705
דברי נחמיה יורה דעה.txt,אוצריא/שות/אחרונים/דברי נחמיה/דברי נחמיה יורה דעה.txt,Dicta,377
מהרם שיק יורה דעה.txt,אוצריא/שות/אחרונים/מהרם שיק/מהרם שיק יורה דעה.txt,Dicta,4001
מהרם שיק חושן משפט.txt,אוצריא/שות/אחרונים/מהרם שיק/מהרם שיק חושן משפט.txt,Dicta,741
מהרם שיק אבן העזר.txt,אוצריא/שות/אחרונים/מהרם שיק/מהרם שיק אבן העזר.txt,Dicta,1806
מהרם שיק אורח חיים.txt,אוצריא/שות/אחרונים/מהרם שיק/מהרם שיק אורח חיים.txt,Dicta,2717
בית הלוי חלק ג.txt,אוצריא/שות/אחרונים/בית הלוי/בית הלוי חלק ג.txt,Dicta,745
בית הלוי חלק א.txt,אוצריא/שות/אחרונים/בית הלוי/בית הלוי חלק א.txt,Dicta,718
בית הלוי חלק ב.txt,אוצריא/שות/אחרונים/בית הלוי/בית הלוי חלק ב.txt,Dicta,1018
בית יצחק חושן משפט.txt,אוצריא/שות/אחרונים/בית יצחק/בית יצחק חושן משפט.txt,Dicta,1871
בית יצחק אורח חיים.txt,אוצריא/שות/אחרונים/בית יצחק/בית יצחק אורח חיים.txt,Dicta,2508
בית יצחק אבן העזר חלק א.txt,אוצריא/שות/אחרונים/בית יצחק/בית יצחק אבן העזר חלק א.txt,Dicta,2621
בית יצחק אבן העזר חלק ב.txt,אוצריא/שות/אחרונים/בית יצחק/בית יצחק אבן העזר חלק ב.txt,Dicta,2177
שות הריף.txt,אוצריא/שות/ראשונים/שות הריף.txt,Dicta,942
שות זכרון יהודה.txt,אוצריא/שות/ראשונים/שות זכרון יהודה.txt,Dicta,291
שות פאר הדור.txt,אוצריא/שות/ראשונים/רמבם/שות פאר הדור.txt,Dicta,852
תשובות הגאונים – מוסאפיה.txt,אוצריא/שות/גאונים/תשובות הגאונים – מוסאפיה.txt,Dicta,293
אור הישר (ירושלמי).txt,אוצריא/תלמוד ירושלמי/מפרשים/אור הישר (ירושלמי).txt,Dicta,2047
שקל הקדש על ירושלמי שקלים.txt,אוצריא/תלמוד ירושלמי/מפרשים/שקל הקדש על ירושלמי שקלים.txt,Dicta,1053
חנה דוד על חלה.txt,אוצריא/תלמוד ירושלמי/מפרשים/חנה דוד על חלה.txt,Dicta,323
גליוני השס על ירושלמי בבא קמא.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/נזיקין/גליוני השס על ירושלמי בבא קמא.txt,Dicta,50
גליוני השס על ירושלמי בבא בתרא.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/נזיקין/גליוני השס על ירושלמי בבא בתרא.txt,Dicta,34
גליוני השס על ירושלמי סנהדרין.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/נזיקין/גליוני השס על ירושלמי סנהדרין.txt,Dicta,70
גליוני השס על ירושלמי הוריות.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/נזיקין/גליוני השס על ירושלמי הוריות.txt,Dicta,16
גליוני השס על ירושלמי בבא מציעא.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/נזיקין/גליוני השס על ירושלמי בבא מציעא.txt,Dicta,44
גליוני השס על ירושלמי שבועות.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/נזיקין/גליוני השס על ירושלמי שבועות.txt,Dicta,36
גליוני השס על ירושלמי עבודה זרה.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/נזיקין/גליוני השס על ירושלמי עבודה זרה.txt,Dicta,42
גליוני השס על ירושלמי מכות.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/נזיקין/גליוני השס על ירושלמי מכות.txt,Dicta,14
גליוני השס כללים הערות וביאורים על ירושלמי מועד.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/מועד/גליוני השס כללים הערות וביאורים על ירושלמי מועד.txt,Dicta,263
גליוני השס על ירושלמי שבת.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/מועד/גליוני השס על ירושלמי שבת.txt,Dicta,93
גליוני השס על ירושלמי שקלים.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/מועד/גליוני השס על ירושלמי שקלים.txt,Dicta,28
גליוני השס על ירושלמי מגילה.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/מועד/גליוני השס על ירושלמי מגילה.txt,Dicta,19
גליוני השס על ירושלמי ביצה.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/מועד/גליוני השס על ירושלמי ביצה.txt,Dicta,29
גליוני השס על ירושלמי סוכה.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/מועד/גליוני השס על ירושלמי סוכה.txt,Dicta,19
גליוני השס על ירושלמי ראש השנה.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/מועד/גליוני השס על ירושלמי ראש השנה.txt,Dicta,22
גליוני השס על ירושלמי יומא.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/מועד/גליוני השס על ירושלמי יומא.txt,Dicta,41
גליוני השס על ירושלמי פסחים.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/מועד/גליוני השס על ירושלמי פסחים.txt,Dicta,61
גליוני השס על ירושלמי תענית.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/מועד/גליוני השס על ירושלמי תענית.txt,Dicta,20
גליוני השס על ירושלמי מועד קטן.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/מועד/גליוני השס על ירושלמי מועד קטן.txt,Dicta,11
גליוני השס על ירושלמי חגיגה.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/מועד/גליוני השס על ירושלמי חגיגה.txt,Dicta,25
גליוני השס על ירושלמי עירובין.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/מועד/גליוני השס על ירושלמי עירובין.txt,Dicta,42
גליוני השס על ירושלמי נדרים.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/נשים/גליוני השס על ירושלמי נדרים.txt,Dicta,21
גליוני השס על ירושלמי נזיר.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/נשים/גליוני השס על ירושלמי נזיר.txt,Dicta,23
גליוני השס על ירושלמי גיטין.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/נשים/גליוני השס על ירושלמי גיטין.txt,Dicta,32
גליוני השס על ירושלמי סוטה.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/נשים/גליוני השס על ירושלמי סוטה.txt,Dicta,62
גליוני השס על ירושלמי קידושין.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/נשים/גליוני השס על ירושלמי קידושין.txt,Dicta,44
גליוני השס על ירושלמי יבמות.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/נשים/גליוני השס על ירושלמי יבמות.txt,Dicta,60
גליוני השס על ירושלמי כתובות.txt,אוצריא/תלמוד ירושלמי/מפרשים/גליוני השס/נשים/גליוני השס על ירושלמי כתובות.txt,Dicta,65
דברי יהונתן.txt,אוצריא/תנך/אחרונים/דברי יהונתן.txt,Dicta,489
אור הישר (תנך).txt,אוצריא/תנך/אחרונים/אור הישר (תנך).txt,Dicta,738
פנים יפות בראשית.txt,אוצריא/תנך/אחרונים/פנים יפות בראשית.txt,Dicta,349
דבש תמר - א (תורה).txt,אוצריא/תנך/אחרונים/דבש תמר - א (תורה).txt,Dicta,176
ליקוטי מהריל על התורה.txt,אוצריא/תנך/אחרונים/ליקוטי מהריל על התורה.txt,Dicta,349
ברית שלום על חמשה מגילות.txt,אוצריא/תנך/אחרונים/ברית שלום על חמשה מגילות.txt,Dicta,228
באר היטב (על התורה).txt,אוצריא/תנך/אחרונים/באר היטב (על התורה).txt,Dicta,1277
תורת נתנאל על התורה.txt,אוצריא/תנך/אחרונים/תורת נתנאל על התורה.txt,Dicta,498
שפתי דעת.txt,אוצריא/תנך/אחרונים/שפתי דעת.txt,Dicta,1239
ישמח משה על נך.txt,אוצריא/תנך/אחרונים/ישמח משה על נך.txt,Dicta,1334
המדרש והמעשה שמות.txt,אוצריא/תנך/אחרונים/המדרש והמעשה/המדרש והמעשה שמות.txt,Dicta,593
המדרש והמעשה במדבר.txt,אוצריא/תנך/אחרונים/המדרש והמעשה/המדרש והמעשה במדבר.txt,Dicta,747
המדרש והמעשה דברים.txt,אוצריא/תנך/אחרונים/המדרש והמעשה/המדרש והמעשה דברים.txt,Dicta,586
המדרש והמעשה ויקרא.txt,אוצריא/תנך/אחרונים/המדרש והמעשה/המדרש והמעשה ויקרא.txt,Dicta,521
יגל יעקב.txt,אוצריא/תנך/דרשות ודרושים/יגל יעקב.txt,Dicta,712
תפארת עוזיאל חלק א.txt,אוצריא/תנך/דרשות ודרושים/תפארת עוזיאל חלק א.txt,Dicta,506
עמק יהושע חלק ב.txt,אוצריא/תנך/דרשות ודרושים/עמק יהושע חלק ב.txt,Dicta,333
נחלי מים.txt,אוצריא/תנך/דרשות ודרושים/נחלי מים.txt,Dicta,535
גושפנקא דמלכא ליקוטים.txt,אוצריא/תנך/דרשות ודרושים/גושפנקא דמלכא ליקוטים.txt,Dicta,81
שביבי אש.txt,אוצריא/תנך/דרשות ודרושים/שביבי אש.txt,Dicta,788
חיים עד העולם.txt,אוצריא/תנך/דרשות ודרושים/חיים עד העולם.txt,Dicta,484
אבי הנחל.txt,אוצריא/תנך/דרשות ודרושים/אבי הנחל.txt,Dicta,1084
חצי יהונתן.txt,אוצריא/תנך/דרשות ודרושים/חצי יהונתן.txt,Dicta,45
קשת יהונתן.txt,אוצריא/תנך/דרשות ודרושים/קשת יהונתן.txt,Dicta,137
גבורות שלמה.txt,אוצריא/תנך/דרשות ודרושים/גבורות שלמה.txt,Dicta,230
ליקוטי חבר בן חיים ב.txt,אוצריא/תנך/דרשות ודרושים/ליקוטי חבר בן חיים/ליקוטי חבר בן חיים ב.txt,Dicta,3608
רוקח על שיר השירים חלק א.txt,אוצריא/תנך/ראשונים/רוקח על שיר השירים חלק א.txt,Dicta,415
ברית שלום על הגדה של פסח.txt,אוצריא/סדר התפילה/הגדה/מפרשים/ברית שלום על הגדה של פסח.txt,Dicta,23
ישמח משה על תפלות יוט וליקוטים.txt,אוצריא/סדר התפילה/מפרשים/ישמח משה על תפלות יוט וליקוטים.txt,Dicta,394
מעיני החכמה על סדר נזיקין.txt,אוצריא/תלמוד בבלי/אחרונים/מעיני החכמה על סדר נזיקין.txt,Dicta,2233
ישמח משה על השס.txt,אוצריא/תלמוד בבלי/אחרונים/ישמח משה על השס.txt,Dicta,504
תורת גיטין על גיטין.txt,אוצריא/תלמוד בבלי/אחרונים/תורת גיטין על גיטין.txt,Dicta,358
איגרא רמה חלק ב.txt,אוצריא/תלמוד בבלי/אחרונים/איגרא רמה חלק ב.txt,Dicta,324
איגרא רמה חלק א.txt,אוצריא/תלמוד בבלי/אחרונים/איגרא רמה חלק א.txt,Dicta,508
קובץ הערות.txt,אוצריא/תלמוד בבלי/אחרונים/קובץ הערות.txt,Dicta,1712
שמחת יום טוב.txt,אוצריא/תלמוד בבלי/אחרונים/שמחת יום טוב.txt,Dicta,1131
כתבי קודש על השס.txt,אוצריא/תלמוד בבלי/אחרונים/כתבי קודש על השס.txt,Dicta,188
גרש ירחים.txt,אוצריא/תלמוד בבלי/אחרונים/גרש ירחים.txt,Dicta,2703
מלא הרועים חלק ב.txt,אוצריא/תלמוד בבלי/אחרונים/מלא הרועים חלק ב.txt,Dicta,1322
חידושי מהראל על השס.txt,אוצריא/תלמוד בבלי/אחרונים/חידושי מהראל על השס.txt,Dicta,156
אמרי נועם.txt,אוצריא/תלמוד בבלי/אחרונים/אמרי נועם.txt,Dicta,1013
חידוד הלכות על נדה.txt,אוצריא/תלמוד בבלי/אחרונים/חידוד הלכות על נדה.txt,Dicta,464
שערי תורה חלק א.txt,אוצריא/תלמוד בבלי/אחרונים/שערי תורה חלק א.txt,Dicta,1349
גאון יעקב על עירובין.txt,אוצריא/תלמוד בבלי/אחרונים/גאון יעקב על עירובין.txt,Dicta,2041
המקנה על קידושין.txt,אוצריא/תלמוד בבלי/אחרונים/המקנה על קידושין.txt,Dicta,1596
אגודות אזוב מדברי.txt,אוצריא/תלמוד בבלי/אחרונים/אגודות אזוב מדברי.txt,Dicta,2366
דבש תמר - ב (ראש).txt,אוצריא/תלמוד בבלי/אחרונים/דבש תמר - ב (ראש).txt,Dicta,3747
בית יעקב על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/בית יעקב על כתובות.txt,Dicta,748
